#years	seasons	measurements	sites	entries	populations	replications	blocks	rows	cols	trait_1	trait_2	trait_3
2026	Autumn	2026-05-18	site_1	entry_098	pop_3	replication_1	block_03	row_04	col_06	10.314719152842077	NA	264.9796087695226
2026	Autumn	2026-05-18	site_1	entry_099	pop_3	replication_1	block_02	row_01	col_04	11.798163456383238	248.06969307709434	261.5623364002616
2026	Autumn	2026-05-18	site_1	entry_100	pop_3	replication_1	block_09	row_05	col_18	11.854362205665543	NA	264.8253918651431
2026	Autumn	2026-05-18	site_1	entry_001	pop_1	replication_2	block_02	row_09	col_04	10.633328069715947	256.5489830667164	273.64893248048645
2026	Autumn	2026-05-18	site_1	entry_002	pop_1	replication_2	block_05	row_07	col_09	10.38273725542902	NA	278.094050682933
2026	Autumn	2026-05-18	site_1	entry_003	pop_1	replication_2	block_04	row_06	col_07	11.32427191037926	252.43268551529	259.8306923736914
2026	Autumn	2026-05-18	site_1	entry_004	pop_1	replication_2	block_06	row_07	col_11	11.124322797761474	244.63450901221515	NA
2026	Autumn	2026-05-18	site_1	entry_005	pop_1	replication_2	block_06	row_07	col_12	11.480094475285668	264.22747770036625	261.973767469157
2026	Autumn	2026-05-18	site_1	entry_006	pop_1	replication_2	block_08	row_06	col_16	NA	236.32272007602148	271.3565869462517
2026	Autumn	2026-05-18	site_1	entry_007	pop_1	replication_2	block_07	row_06	col_13	10.184534270102942	254.1273324948338	272.1641141184867
2026	Autumn	2026-05-18	site_1	entry_008	pop_1	replication_2	block_06	row_10	col_12	12.58351362747661	264.9890260951776	270.726181750659
2026	Autumn	2026-05-18	site_1	entry_009	pop_1	replication_2	block_06	row_10	col_11	11.691668507193835	229.5087134297281	258.3786144651101
2026	Autumn	2026-05-18	site_1	entry_010	pop_1	replication_2	block_04	row_07	col_07	11.006974881039788	269.13091504483833	259.77681896671004
2026	Autumn	2026-05-18	site_1	entry_011	pop_1	replication_2	block_10	row_07	col_19	11.024071720502514	247.82597818414334	257.89914964545187
2026	Autumn	2026-05-18	site_1	entry_012	pop_1	replication_2	block_08	row_06	col_15	11.696312214926337	254.67446735005538	276.65648028342594
2026	Autumn	2026-05-18	site_1	entry_013	pop_1	replication_2	block_02	row_07	col_04	11.073101147237145	241.82498197527298	262.8287854309576
2026	Autumn	2026-05-18	site_1	entry_014	pop_1	replication_2	block_06	row_06	col_11	10.42181721383114	253.23129274413753	272.2790556951046
2026	Autumn	2026-05-18	site_1	entry_015	pop_1	replication_2	block_09	row_08	col_17	NA	255.17290964879763	275.936816355885
2026	Autumn	2026-05-18	site_1	entry_016	pop_1	replication_2	block_07	row_07	col_14	9.594781834677585	256.8027756572618	270.84904636080825
2026	Autumn	2026-05-18	site_1	entry_017	pop_1	replication_2	block_03	row_08	col_05	11.129587616271492	222.34784993212733	277.5023906433722
2026	Autumn	2026-05-18	site_1	entry_018	pop_1	replication_2	block_04	row_09	col_07	9.191116295495542	233.8927766787061	262.19941392696904
2026	Autumn	2026-05-18	site_1	entry_019	pop_1	replication_2	block_07	row_08	col_14	13.245254272233748	253.8220323623511	NA
2026	Autumn	2026-05-18	site_1	entry_020	pop_1	replication_2	block_01	row_06	col_01	11.836748004389621	254.48805929844102	266.9397811366908
2026	Autumn	2026-05-18	site_1	entry_021	pop_1	replication_2	block_01	row_10	col_02	10.307365897051518	274.65904568244446	259.0135647961762
2026	Autumn	2026-05-18	site_1	entry_022	pop_1	replication_2	block_09	row_06	col_17	9.620858175974465	263.9104897572176	272.17561480256376
2026	Autumn	2026-05-18	site_1	entry_023	pop_1	replication_2	block_05	row_09	col_09	12.767138756943964	249.11349942146913	272.29001077049935
2026	Autumn	2026-05-18	site_1	entry_024	pop_1	replication_2	block_04	row_07	col_08	10.809916882144654	270.8671463128862	275.96391007751595
2026	Autumn	2026-05-18	site_1	entry_025	pop_1	replication_2	block_05	row_10	col_09	11.893720658249986	262.9196352388304	262.806090288382
2026	Autumn	2026-05-18	site_1	entry_026	pop_1	replication_2	block_06	row_09	col_11	10.917283253270297	239.60634272299035	266.41847275742003
2026	Autumn	2026-05-18	site_1	entry_027	pop_1	replication_2	block_08	row_07	col_16	11.873184587795757	246.06513496089383	275.4926990864679
2026	Autumn	2026-05-18	site_1	entry_028	pop_1	replication_2	block_04	row_10	col_07	10.907475596231931	264.4185740155371	255.186099788708
2026	Autumn	2026-05-18	site_1	entry_029	pop_1	replication_2	block_10	row_07	col_20	10.671788178675449	236.43665859799125	260.81922754657506
2026	Autumn	2026-05-18	site_1	entry_030	pop_1	replication_2	block_01	row_09	col_01	11.537326491548402	NA	274.59802704741134
2026	Autumn	2026-05-18	site_1	entry_031	pop_1	replication_2	block_04	row_08	col_08	9.35589659388098	258.3530126581359	NA
2026	Autumn	2026-05-18	site_1	entry_032	pop_1	replication_2	block_08	row_10	col_16	11.388701736314227	262.49792845343177	262.0079454964039
2026	Autumn	2026-05-18	site_1	entry_033	pop_1	replication_2	block_08	row_09	col_16	11.788547262963224	NA	252.4673192770515
2026	Autumn	2026-05-18	site_1	entry_034	pop_2	replication_2	block_07	row_08	col_13	11.209511865917106	238.32450017010999	265.29932107082885
2026	Autumn	2026-05-18	site_1	entry_035	pop_2	replication_2	block_10	row_09	col_20	10.93941168659672	255.9170207706549	267.91422362474924
2026	Autumn	2026-05-18	site_1	entry_036	pop_2	replication_2	block_04	row_06	col_08	11.594279270093116	246.25451295098784	272.24699309156097
2026	Autumn	2026-05-18	site_1	entry_037	pop_2	replication_2	block_02	row_08	col_03	9.673489003018119	263.88889607206505	265.2194394929475
2026	Autumn	2026-05-18	site_1	entry_038	pop_2	replication_2	block_03	row_07	col_05	11.262015657942833	264.34082486679876	272.2641008428727
2026	Autumn	2026-05-18	site_1	entry_039	pop_2	replication_2	block_05	row_07	col_10	11.328163175739208	236.84059733666876	257.87610456367446
2026	Autumn	2026-05-18	site_1	entry_040	pop_2	replication_2	block_06	row_08	col_11	9.547053504109204	262.81084081743626	261.24246536663514
2026	Autumn	2026-05-18	site_1	entry_041	pop_2	replication_2	block_10	row_06	col_20	11.537026395030821	267.83285551052666	256.68074227113397
2026	Autumn	2026-05-18	site_1	entry_042	pop_2	replication_2	block_08	row_08	col_15	12.883316688091044	233.09797003509075	273.8733436512896
2026	Autumn	2026-05-18	site_1	entry_043	pop_2	replication_2	block_06	row_06	col_12	10.68963840992695	236.57543520321627	263.3257754565101
2026	Autumn	2026-05-18	site_1	entry_044	pop_2	replication_2	block_10	row_10	col_19	10.7172486713141	231.97907803893568	259.8623793152912
2026	Autumn	2026-05-18	site_1	entry_045	pop_2	replication_2	block_02	row_07	col_03	10.562841836965253	267.59136929976813	278.73882204093394
2026	Autumn	2026-05-18	site_1	entry_046	pop_2	replication_2	block_05	row_06	col_10	11.643639796611263	231.98144384682732	259.7070061701989
2026	Autumn	2026-05-18	site_1	entry_047	pop_2	replication_2	block_03	row_09	col_06	9.417849406358348	271.03704224576126	NA
2026	Autumn	2026-05-18	site_1	entry_048	pop_2	replication_2	block_03	row_06	col_05	12.954302036380275	250.34564480468632	NA
2026	Autumn	2026-05-18	site_1	entry_049	pop_2	replication_2	block_02	row_10	col_04	11.632982319149683	248.79144498154852	251.4659111268985
2026	Autumn	2026-05-18	site_1	entry_050	pop_2	replication_2	block_10	row_08	col_20	12.294299865971569	243.7243225160814	274.9642584660901
2026	Autumn	2026-05-18	site_1	entry_051	pop_2	replication_2	block_02	row_06	col_03	11.927550580846834	250.69545633708591	NA
2026	Autumn	2026-05-18	site_1	entry_052	pop_2	replication_2	block_01	row_06	col_02	8.95865031886537	284.7560302101534	261.2048742150771
2026	Autumn	2026-05-18	site_1	entry_053	pop_2	replication_2	block_10	row_09	col_19	10.429357225765624	247.62126097031936	272.39501973429265
2026	Autumn	2026-05-18	site_1	entry_054	pop_2	replication_2	block_05	row_09	col_10	11.665401882375122	229.07867744776618	262.1946343957126
2026	Autumn	2026-05-18	site_1	entry_055	pop_2	replication_2	block_06	row_08	col_12	10.869865932495356	256.43132328801994	274.06842926170475
2026	Autumn	2026-05-18	site_1	entry_056	pop_2	replication_2	block_04	row_10	col_08	10.326329840380755	253.89845842174014	272.48723136749584
2026	Autumn	2026-05-18	site_1	entry_057	pop_2	replication_2	block_04	row_09	col_08	12.084413946343208	NA	273.36435891111574
2026	Autumn	2026-05-18	site_1	entry_058	pop_2	replication_2	block_01	row_07	col_01	12.907400269173317	246.5056477691467	268.2018390634664
2026	Autumn	2026-05-18	site_1	entry_059	pop_2	replication_2	block_09	row_09	col_18	11.982082739147378	244.1815528224126	257.497284519859
2026	Autumn	2026-05-18	site_1	entry_060	pop_2	replication_2	block_09	row_10	col_18	10.765881400130468	249.30306562536458	276.3921197060353
2026	Autumn	2026-05-18	site_1	entry_061	pop_2	replication_2	block_07	row_07	col_13	11.258102942223855	237.30913373891897	272.71170601916134
2026	Autumn	2026-05-18	site_1	entry_062	pop_2	replication_2	block_02	row_09	col_03	12.35925905608608	249.48622571148695	NA
2026	Autumn	2026-05-18	site_1	entry_063	pop_2	replication_2	block_08	row_10	col_15	11.256221267521113	267.05132941522123	274.4349415407427
2026	Autumn	2026-05-18	site_1	entry_064	pop_2	replication_2	block_09	row_07	col_18	12.301860264462064	238.97811830793782	253.6661031864061
2026	Autumn	2026-05-18	site_1	entry_065	pop_2	replication_2	block_03	row_09	col_05	11.419385724662696	NA	NA
2026	Autumn	2026-05-18	site_1	entry_066	pop_2	replication_2	block_01	row_08	col_02	10.477848140340157	255.96581092190536	274.1822724099695
2026	Autumn	2026-05-18	site_1	entry_067	pop_3	replication_2	block_02	row_08	col_04	12.079961340622408	233.0554021079725	273.7720159329327
2026	Autumn	2026-05-18	site_1	entry_068	pop_3	replication_2	block_01	row_10	col_01	11.702484376317699	270.40807305508764	274.49555416266594
2026	Autumn	2026-05-18	site_1	entry_069	pop_3	replication_2	block_04	row_08	col_07	9.553229014938717	239.4248949076357	254.4699336333034
2026	Autumn	2026-05-18	site_1	entry_070	pop_3	replication_2	block_08	row_08	col_16	10.658282301955435	237.45321805168956	265.11181539511193
2026	Autumn	2026-05-18	site_1	entry_071	pop_3	replication_2	block_02	row_10	col_03	9.760248493909904	263.3534833385822	265.10929636921384
2026	Autumn	2026-05-18	site_1	entry_072	pop_3	replication_2	block_03	row_06	col_06	NA	241.91584343893484	260.4099330440261
2026	Autumn	2026-05-18	site_1	entry_073	pop_3	replication_2	block_06	row_09	col_12	10.998756187338888	261.6397918320373	261.2309557545293
2026	Autumn	2026-05-18	site_1	entry_074	pop_3	replication_2	block_09	row_08	col_18	10.91621366999892	256.598468002159	280.92843406741457
2026	Autumn	2026-05-18	site_1	entry_075	pop_3	replication_2	block_09	row_10	col_17	12.86542724645988	237.09693368678398	NA
2026	Autumn	2026-05-18	site_1	entry_076	pop_3	replication_2	block_05	row_06	col_09	13.013132337895696	247.63246218646688	275.4151759411798
2026	Autumn	2026-05-18	site_1	entry_077	pop_3	replication_2	block_09	row_07	col_17	10.71525650238332	268.9684168491003	276.23926449078925
2026	Autumn	2026-05-18	site_1	entry_078	pop_3	replication_2	block_10	row_10	col_20	10.461317588273634	292.3786491073989	259.99444644552085
2026	Autumn	2026-05-18	site_1	entry_079	pop_3	replication_2	block_02	row_06	col_04	9.564212677433153	268.1591411178424	259.10004926526597
2026	Autumn	2026-05-18	site_1	entry_080	pop_3	replication_2	block_05	row_08	col_10	10.683855342849304	251.905298117153	258.6211636214072
2026	Autumn	2026-05-18	site_1	entry_081	pop_3	replication_2	block_01	row_09	col_02	10.01570727912607	267.1934963569923	263.4087664138863
2026	Autumn	2026-05-18	site_1	entry_082	pop_3	replication_2	block_10	row_06	col_19	11.088627950021527	257.44876851050145	260.0211414206685
2026	Autumn	2026-05-18	site_1	entry_083	pop_3	replication_2	block_09	row_09	col_17	11.177492081120711	NA	263.28051799782537
2026	Autumn	2026-05-18	site_1	entry_084	pop_3	replication_2	block_09	row_06	col_18	11.013824378834414	240.37373232482784	276.346664733059
2026	Autumn	2026-05-18	site_1	entry_085	pop_3	replication_2	block_05	row_08	col_09	10.486848558602974	238.66377476156222	NA
2026	Autumn	2026-05-18	site_1	entry_086	pop_3	replication_2	block_03	row_07	col_06	12.950919537024566	261.511916945226	267.0693378529591
2026	Autumn	2026-05-18	site_1	entry_087	pop_3	replication_2	block_01	row_07	col_02	11.39063597141916	270.3682365146985	264.42606549283
2026	Autumn	2026-05-18	site_1	entry_088	pop_3	replication_2	block_07	row_09	col_13	9.450016959921403	258.6129761316619	260.9407016763527
2026	Autumn	2026-05-18	site_1	entry_089	pop_3	replication_2	block_05	row_10	col_10	11.636530880244184	241.50256928088464	265.14468139508574
2026	Autumn	2026-05-18	site_1	entry_090	pop_3	replication_2	block_01	row_08	col_01	10.702706317951312	252.2309701879199	261.20350129082505
2026	Autumn	2026-05-18	site_1	entry_091	pop_3	replication_2	block_07	row_10	col_13	10.846886799100956	254.58416773701484	265.09977772001275
2026	Autumn	2026-05-18	site_1	entry_092	pop_3	replication_2	block_07	row_10	col_14	10.928199986789481	274.8562393323667	252.3592491372757
2026	Autumn	2026-05-18	site_1	entry_093	pop_3	replication_2	block_07	row_09	col_14	12.005117351472583	256.94200404955563	257.5541717794727
2026	Autumn	2026-05-18	site_1	entry_094	pop_3	replication_2	block_03	row_10	col_05	12.959624549483863	246.54838374097727	267.79989044220235
2026	Autumn	2026-05-18	site_1	entry_095	pop_3	replication_2	block_07	row_06	col_14	11.758051657167625	268.22952454137305	NA
2026	Autumn	2026-05-18	site_1	entry_096	pop_3	replication_2	block_03	row_08	col_06	10.49876308919613	240.28680033807046	268.77996337732674
2026	Autumn	2026-05-18	site_1	entry_097	pop_3	replication_2	block_10	row_08	col_19	13.214734612062422	237.0924263875339	263.3474611058047
2026	Autumn	2026-05-18	site_1	entry_098	pop_3	replication_2	block_03	row_10	col_06	10.313421992991145	245.62764121175402	264.89715749620825
2026	Autumn	2026-05-18	site_1	entry_099	pop_3	replication_2	block_08	row_07	col_15	11.793358359340141	248.07243810913835	261.5525346429684
2026	Autumn	2026-05-18	site_1	entry_100	pop_3	replication_2	block_08	row_09	col_15	11.846998964330021	250.0090591398862	264.8118724175177
2026	Autumn	2026-05-18	site_2	entry_001	pop_1	replication_1	block_05	row_03	col_09	11.063866528402041	256.471382826541	273.36864742512074
